Ind;Cuenca;Nombre Estación;Provincia;x (Uso 30);y (Uso 30);Ene;Feb;Mar;Abr;May;Jun;Jul;Ago;Sep;Oct;Nov;Dic
6361;Sur;ALBANCHEZ (CMA);ALMERIA;572468;4126993;44.7;40.8;40.5;28.4;28.2;13.2;2.4;6.1;35.2;40.0;51.8;34.5
6363;Sur;RAMBLA DE ORIA CHARCONES (CMA);ALMERIA;570698;4147011;22.7;23.1;25.7;20.2;23.3;11.9;3.3;6.5;28.5;37.2;30.9;23.0
6364;Sur;ALBOX;ALMERIA;575444;4138423;26.1;32.7;29.7;25.7;23.6;10.0;2.0;6.6;29.6;37.9;33.8;23.2
6367;Sur;HUERCAL OVERA;ALMERIA;593142;4139218;28.0;29.2;27.3;22.2;25.7;9.8;2.1;5.5;26.9;33.9;33.7;22.6
6369;Sur;HUERCAL OVERA (CUESTA COLORADA) (CMA);ALMERIA;590794;4135802;26.1;28.2;28.5;22.7;21.9;9.0;1.9;4.0;30.1;38.5;31.9;27.6
6371;Sur;HUERCAL OVERA-PUERTO LUMBRERAS(C.P.C.);ALMERIA;598826;4147298;15.5;18.5;21.8;19.1;23.2;10.7;2.1;4.3;21.6;30.2;22.2;18.4
6372;Sur;PULPI CANALEJAS (CMA);ALMERIA;610470;4140046;25.2;24.2;28.5;21.7;28.4;6.5;1.4;3.9;26.2;35.2;30.8;26.4
6374;Sur;GUAZAMARA-COTO ALMAGRO (CMA);ALMERIA;597623;4134584;32.2;32.6;34.4;25.6;24.6;9.7;1.7;7.4;30.7;37.5;38.2;28.9
6375;Sur;FUENTE PIEDRA (CMA);MALAGA;346355;4111285;56.6;48.1;40.8;42.5;31.6;6.8;2.2;9.6;24.9;59.7;71.6;73.5
6378;Sur;ALHAMA DE GRANADA ALCAICERIA (CMA);GRANADA;412993;4087835;94.5;70.1;61.6;67.7;33.3;12.8;1.9;5.2;34.6;71.4;132.0;130.3
7001E;Segura;AGUILAS (MONTAGRO);MURCIA;620316;4141107;19.8;19.8;19.8;20.0;19.7;6.7;1.6;5.7;17.9;25.0;24.8;19.0
7002;Segura;AGUILAS, DIPUTACION;MURCIA;625377;4141490;22.3;21.5;18.5;18.4;20.4;5.5;2.2;5.6;18.8;27.5;25.5;17.7
7013;Segura;CARTAGENA, PUERTO;MURCIA;679576;4160119;32.5;31.1;26.4;20.0;21.4;6.5;1.4;3.6;27.1;38.6;37.1;26.9
7016;Segura;CARTAGENA (EL ALGAR);MURCIA;688165;4168883;45.3;38.2;33.4;26.7;26.6;7.4;1.6;10.9;44.8;52.3;53.6;29.5
7019;Segura;CARTAGENA (SALINAS DE C. PALOS);MURCIA;701427;4168116;43.4;27.0;27.9;22.4;23.9;4.2;1.7;7.2;37.6;40.7;40.4;26.4
7020;Segura;MURCIA (CORVERA);MURCIA;662177;4188684;29.1;28.4;27.9;26.0;24.8;12.9;1.9;6.8;31.0;40.0;31.8;23.7
7021;Segura;MURCIA (SAN MAGIN);MURCIA;662408;4188134;30.3;28.5;28.7;25.4;24.2;10.8;1.6;6.4;31.6;41.8;32.7;24.6
7023;Segura;FUENTE ALAMO, C.H.;MURCIA;661309;4176795;30.4;28.7;25.4;24.7;24.4;8.0;1.3;6.6;35.2;35.1;35.1;22.7
7025;Segura;MURCIA (LOS MTNEZ DEL PTO);MURCIA;668978;4187403;28.0;25.4;25.6;22.5;23.5;12.1;1.6;4.7;27.2;40.9;33.6;21.5
7026;Segura;CARTAGENA (POZO ESTRECHO);MURCIA;676883;4175850;36.7;29.6;25.4;23.0;23.1;8.7;1.5;6.3;39.7;39.0;36.1;27.1
7026U;Segura;TORRE PACHECO, C.C.A.;MURCIA;679235;4179232;36.1;31.1;23.8;24.8;24.1;8.3;1.9;7.7;38.6;40.1;37.7;25.5
7028I;Segura;TORREPACHECO (TORRE BLANCA);MURCIA;684581;4183297;35.0;30.0;21.8;23.0;24.0;7.6;2.2;6.9;29.7;37.4;35.4;23.4
7028U;Segura;MURCIA (AVILESES);MURCIA;680572;4190857;34.2;27.4;24.0;23.5;23.1;9.9;2.3;5.5;31.4;39.0;33.7;25.3
7029;Segura;MURCIA (SUCINA);MURCIA;680954;4195707;36.6;28.7;27.6;29.9;27.4;12.0;2.2;5.3;33.4;39.7;38.0;27.7
7031;Segura;MURCIA/SAN JAVIER;MURCIA;693425;4184666;42.0;27.4;24.3;23.4;25.2;6.6;2.2;6.7;38.8;39.0;47.2;30.3
7031O;Segura;SAN PEDRO DEL PINATAR (I.O.E.);MURCIA;694908;4187606;39.7;21.7;17.4;20.3;21.1;7.1;2.1;5.2;37.0;36.8;39.3;26.2
7032;Segura;SAN PEDRO DEL PINATAR, AYTO;MURCIA;694243;4189842;40.4;22.1;21.3;22.4;21.8;7.6;1.8;5.2;40.5;39.6;40.7;30.0
7037A;Segura;SAN MIGUEL DE SALINAS (G.ESCO-LAR);ALICANTE;694208;4205757;32.2;28.3;28.5;31.3;25.6;14.0;1.0;4.6;46.3;41.2;47.7;29.6
7038;Segura;LAGUNA DE TORREVIEJA;ALICANTE;701067;4205830;31.1;25.6;22.7;29.3;19.6;9.9;1.2;4.8;41.8;33.4;35.7;26.5
7041;Segura;LAGUNA DE LA MATA;ALICANTE;700857;4212364;29.2;24.6;19.7;27.1;17.7;8.9;1.5;2.9;36.9;31.7;31.9;22.9
7045;Segura;PONTONES C H SEGURA;JAEN;528951;4219282;90.8;95.3;76.5;95.1;93.3;38.2;7.2;15.8;44.2;84.4;107.4;141.1
7051;Segura;SEGURA DE LA SIERRA (LA LAGUNA);JAEN;533980;4227932;88.3;91.1;75.2;91.6;90.7;40.9;11.1;15.5;54.3;79.2;106.5;130.1
7054;Segura;SALTO DE MILLER;JAEN;547294;4230618;57.4;63.8;52.0;56.6;58.9;30.2;8.9;15.3;38.5;52.8;65.8;85.2
7056;Segura;SANTIAGO DE LA ESPADA;JAEN;539207;4218431;79.9;84.9;66.6;75.2;73.5;35.2;12.3;18.9;39.6;65.2;91.6;113.8
7059;Segura;ARGUELLITE;ALBACETE;549575;4243331;72.2;78.9;67.7;74.2;68.3;28.8;5.0;16.4;43.2;63.1;80.0;108.1
7064;Segura;YESTE (HOYA PARRILLA);ALBACETE;554489;4252580;85.3;99.7;74.1;81.4;69.9;31.0;6.1;15.7;47.4;77.3;89.1;120.1
7065;Segura;MOLINICOS;ALBACETE;566209;4257785;39.7;51.6;45.2;46.9;49.3;26.6;11.5;19.1;40.1;46.4;53.3;56.6
7067;Segura;CAÑADAS DE NERPIO;ALBACETE;551351;4215910;37.4;44.1;40.9;47.7;66.5;30.4;12.9;14.6;36.0;47.1;59.5;64.7
7069C;Segura;MORATALLA (CASAS DE ALFARO);MURCIA;568689;4219644;32.5;36.3;37.3;40.6;57.1;37.2;12.3;19.0;44.4;51.9;45.6;43.2
7071;Segura;PRESA DEL TAIBILLA;ALBACETE;563893;4231873;29.4;38.4;34.6;37.7;47.8;32.6;10.0;24.0;37.8;43.0;43.0;42.3
7077;Segura;ELCHE DE LA SIERRA;ALBACETE;583340;4255878;27.8;36.9;37.2;37.8;47.1;31.5;13.6;15.3;36.3;46.4;45.7;37.3
7080;Segura;MORATALLA (BENIZAR);MURCIA;588957;4236733;38.9;53.6;51.0;45.1;56.3;35.3;9.7;23.1;50.6;54.7;60.9;53.7
7081;Segura;SOCOVOS;ALBACETE;588643;4243265;31.4;43.6;48.9;44.7;52.0;25.1;8.9;18.2;41.6;52.2;54.5;47.3
7082;Segura;SOCOVOS (EL CAÑAR);ALBACETE;597356;4245647;26.9;40.3;38.6;33.6;44.3;24.7;9.9;15.4;46.3;60.1;43.7;34.2
7083;Segura;MORATALLA (EMB. DEL CENAJO);MURCIA;606854;4247062;20.0;30.9;36.6;36.8;51.4;23.5;9.7;16.6;46.7;49.1;39.1;32.1
7085;Segura;RIOPAR, FABRICAS, C.H.S.;ALBACETE;550722;4261679;81.5;87.3;73.6;86.4;68.4;31.0;7.1;14.7;47.6;80.7;100.2;122.7
7086;Segura;CAÑADA DEL PROVENCIO;ALBACETE;558237;4264196;87.9;91.7;72.2;83.8;66.1;33.9;5.4;13.9;46.5;86.0;100.4;131.2
7089;Segura;BOGARRA;ALBACETE;568353;4270657;36.9;47.0;40.5;47.2;48.7;30.9;8.2;17.4;34.8;49.9;54.7;53.5
7089I;Segura;CAÑADAS DE HACHES DE ABAJO;ALBACETE;573458;4275943;42.4;56.6;47.6;58.6;66.4;37.1;12.9;22.4;45.7;62.4;62.4;63.5
7091;Segura;HIJAR;ALBACETE;585046;4266470;25.2;35.5;35.3;38.8;42.1;29.7;12.2;16.0;33.7;47.5;44.8;37.2
7092;Segura;LIETOR, C.H.S.;ALBACETE;590903;4266658;19.8;29.7;35.0;37.8;43.1;35.9;13.0;18.9;38.3;42.2;39.5;33.1
7094;Segura;EMBALSE DE TALAVE;ALBACETE;598915;4262961;20.5;28.7;32.8;36.3;44.7;28.9;10.4;17.8;40.1;47.6;38.0;29.7
7098I;Segura;FUENLABRADA;ALBACETE;571179;4279313;42.9;48.7;46.1;63.1;54.7;34.5;5.3;13.7;34.5;66.2;63.3;57.8
7102;Segura;ONTUR GRUPO ESCOLAR;ALBACETE;630260;4275126;16.5;22.7;24.6;33.9;38.3;26.6;8.3;14.8;38.0;44.0;33.4;22.4
7103;Segura;TOBARRA;ALBACETE;613778;4272253;16.2;20.3;24.7;29.0;34.1;22.5;5.6;13.1;26.7;38.9;31.8;21.2
7104;Segura;ALBATANA;ALBACETE;628737;4270568;14.1;17.7;21.5;28.4;35.0;22.5;9.7;11.4;34.9;37.7;30.3;18.4
7109;Segura;EMBALSE DE CAMARILLAS;ALBACETE;618075;4244968;17.0;27.5;30.9;30.3;40.5;18.5;9.9;17.5;36.1;39.7;35.0;24.7
7111;Segura;MORATALLA (EL CHOPILLO);MURCIA;605776;4240419;20.8;29.3;33.2;29.6;45.7;23.8;7.8;18.0;40.4;42.4;36.6;31.8
7113;Segura;MORATALLA (CAMPO DE S. JUAN);MURCIA;578954;4225840;37.5;45.9;41.4;47.3;56.9;33.1;12.5;26.7;49.1;51.0;48.0;42.0
7114;Segura;MORATALLA C H SEGURA;MURCIA;596882;4228408;28.4;36.2;40.0;37.0;45.8;25.5;7.5;20.9;38.1;48.6;46.4;34.3
7115;Segura;MORATALLA (CASA ULEA);MURCIA;604080;4228682;22.8;34.7;37.6;34.0;44.5;24.0;7.6;15.3;41.2;44.5;49.4;32.1
7116;Segura;CALASPARRA (C.F.ESTACION);MURCIA;614888;4236844;18.0;30.4;32.5;34.2;41.5;21.3;7.5;14.1;46.8;40.6;38.9;28.7
7117;Segura;MORATALLA (BEBEDOR DE ABAJO);MURCIA;582596;4221869;27.3;37.1;38.0;40.1;48.5;31.5;9.7;19.1;44.8;43.5;40.1;35.5
7119A;Segura;CARAVACA, POLIDEPORTIVO;MURCIA;599369;4217988;28.9;35.5;37.1;33.3;45.7;21.6;6.4;18.4;38.0;39.1;46.4;33.7
7119U;Segura;CEHEGIN (LOS ROSALES);MURCIA;605000;4215808;34.3;34.2;39.2;31.8;45.7;25.2;4.5;12.8;36.1;40.9;48.8;32.7
7120E;Segura;CEHEGIN (EMB. DE ARGOS);MURCIA;610734;4225996;22.8;27.8;36.0;27.5;42.3;21.3;4.7;18.9;37.3;37.5;41.4;28.6
7120O;Segura;CEHEGIN (VALENTIN);MURCIA;611503;4226685;19.1;27.8;32.0;24.6;40.1;21.1;6.2;16.7;37.4;35.1;40.8;27.8
7123I;Segura;CARAVACA (EL MORAL);MURCIA;569243;4206024;22.9;30.4;30.5;30.5;41.7;26.1;5.5;14.3;33.1;42.2;37.3;33.9
7127;Segura;BULLAS (EL CARRASCALEJO);MURCIA;613266;4213699;33.1;36.4;39.8;31.0;40.3;21.8;1.6;13.8;39.7;45.0;55.1;35.1
7129;Segura;CALASPARRA (EMB. ALFONSO XIII);MURCIA;622823;4231318;17.0;28.0;30.6;28.9;35.8;17.7;3.9;9.8;36.7;31.8;36.6;25.7
7131;Segura;CIEZA (LOS ALMADENES);MURCIA;626297;4233129;17.5;28.9;30.9;30.5;37.5;20.6;4.4;10.9;36.3;30.5;36.9;25.3
7150;Segura;ABARAN (SIERRA DE LA PILA);MURCIA;646400;4235009;17.2;24.5;25.7;32.3;28.6;23.0;3.3;10.9;33.5;39.5;32.9;21.7
7151;Segura;ABARAN (SIERRA DEL ORO);MURCIA;638133;4227865;18.9;27.6;32.1;31.8;34.5;21.5;3.5;7.5;30.5;34.3;37.9;25.3
7154;Segura;BLANCA;MURCIA;642117;4226885;17.1;26.2;27.9;34.5;36.5;22.5;3.6;10.2;32.6;36.2;34.7;23.4
7155;Segura;BLANCA (CASA FORESTAL);MURCIA;646289;4227700;19.4;27.1;31.6;33.4;35.2;22.6;3.4;10.4;30.0;38.3;34.2;24.5
7156;Segura;RICOTE (LA CALERA);MURCIA;641716;4223332;25.7;30.1;34.6;32.6;36.7;22.6;2.8;10.4;35.8;36.7;40.1;27.0
7159;Segura;BLANCA (CASA CASTILLO);MURCIA;650090;4232702;19.1;23.9;26.7;31.2;29.6;20.2;1.9;6.6;33.0;35.5;33.5;21.7
7161A;Segura;ARCHENA, H.E.;MURCIA;649641;4220113;19.1;25.9;25.3;26.4;26.9;17.4;2.4;10.0;30.5;30.4;30.2;22.4
7168;Segura;MULA (EMB. DE LA CIERVA);MURCIA;632644;4213744;23.4;27.6;35.0;28.6;35.7;22.5;2.3;12.2;35.3;41.7;48.4;27.4
7170;Segura;PLIEGO;MURCIA;631211;4205859;31.7;36.7;36.2;32.4;34.9;21.6;1.2;11.2;36.9;45.9;50.4;28.4
7176D;Segura;LAS TORRES DE COTILLAS, RNE;MURCIA;653454;4210379;22.0;27.5;27.3;24.3;25.1;16.9;1.7;9.3;28.6;33.5;32.2;22.1
7178I;Segura;MURCIA;MURCIA;660598;4207610;24.3;25.7;27.6;25.9;26.4;17.7;2.6;9.0;28.8;35.7;31.8;26.2
7182;Segura;MURCIA, ALFONSO X;MURCIA;664362;4206551;26.6;26.8;28.1;25.9;24.7;16.7;2.9;8.1;27.5;36.7;34.4;25.3
7185;Segura;VELEZ BLANCO;ALMERIA;579720;4171997;34.3;37.4;36.9;32.1;42.1;24.7;1.7;11.7;39.9;44.5;40.1;38.5
7187A;Segura;CHIRIVEL  C H SUR;ALMERIA;565009;4161328;31.5;33.4;30.4;24.6;36.3;15.1;3.4;6.7;28.2;40.2;40.1;31.9
7190;Segura;LORCA (TIRIEZA ALTA);MURCIA;588723;4172983;33.9;37.5;37.7;24.0;42.4;21.4;3.8;9.0;35.0;36.8;35.6;29.8
7194;Segura;MARIA;ALMERIA;573550;4174437;46.6;47.5;45.5;35.2;49.1;21.8;4.6;11.3;40.1;49.8;53.5;47.8
7198;Segura;LORCA (EMB. DE VALDEINFIERNO);MURCIA;590995;4184567;26.5;33.9;37.6;27.0;40.0;20.8;2.8;11.7;38.8;44.4;40.4;31.1
7203;Segura;LORCA (ZARCILLA DE RAMOS);MURCIA;598941;4188913;21.8;27.9;29.2;29.2;33.8;21.3;3.7;10.9;41.4;37.0;32.9;23.3
7205;Segura;LORCA (EMB. DE PUENTES);MURCIA;604050;4177324;25.3;27.5;29.0;27.4;31.1;18.7;2.7;8.0;36.7;40.2;31.5;24.4
7206;Segura;LORCA (ZARZADILLA DE TOTANA);MURCIA;613674;4193111;34.2;36.4;36.4;33.4;38.4;20.1;2.5;13.3;31.3;39.6;38.1;26.8
7207;Segura;LORCA (LA JUNCOSA);MURCIA;616739;4183752;27.4;31.6;28.3;30.7;31.9;22.1;1.4;8.9;35.5;38.2;33.5;25.9
7209;Segura;LORCA;MURCIA;615799;4168318;22.1;23.0;23.3;23.2;24.2;14.7;2.0;7.0;28.5;33.6;30.5;20.1
7211;Segura;PUERTO LUMBRERAS, C.H.S.;MURCIA;605104;4157917;25.0;29.3;26.6;25.6;26.3;13.4;3.2;3.9;31.4;34.0;33.3;22.5
7214;Segura;TOTANA (ALQUERIAS);MURCIA;625033;4188559;39.2;42.8;38.3;38.2;34.2;20.7;1.5;10.2;40.9;47.6;42.3;31.6
7215;Segura;TOTANA (LA CARRASCA);MURCIA;624630;4190958;47.7;50.6;48.2;46.9;47.0;24.7;1.6;10.9;42.6;54.2;55.6;38.6
7216;Segura;TOTANA (MORTI);MURCIA;628910;4184550;26.4;30.2;32.0;28.7;26.7;17.6;1.8;9.0;36.7;47.0;35.8;25.0
7217;Segura;TOTANA PRESA DEL PARETON;MURCIA;635896;4176307;26.6;29.1;26.9;21.1;25.6;13.0;0.9;6.2;31.3;34.0;30.1;20.6
7218;Segura;TOTANA, I.L.;MURCIA;631911;4180497;26.2;26.7;27.0;25.9;24.8;15.4;1.2;8.8;39.4;40.1;33.9;22.7
7218A;Segura;TOTANA (SR. MUÑOZ);MURCIA;631796;4183054;28.1;28.8;28.1;25.3;28.1;15.6;1.0;7.7;34.6;41.6;34.3;23.5
7219;Segura;ALHAMA (HUERTA ESPUÑA);MURCIA;630494;4191111;37.0;41.2;47.6;39.8;43.6;24.3;3.4;14.3;41.4;47.6;48.6;35.0
7220;Segura;ALHAMA (LOS QUEMADOS);MURCIA;633406;4193932;35.7;37.8;44.8;34.5;39.8;21.4;3.3;12.2;37.7;38.7;49.1;33.2
7221B;Segura;ALHAMA (CENA GUERRERO);MURCIA;639408;4188729;26.5;30.5;27.4;25.0;29.7;15.2;2.5;12.0;30.5;37.7;33.4;20.4
7221F;Segura;ALHAMA (EL PRAICO);MURCIA;639123;4191098;27.6;30.4;30.3;26.0;26.8;13.5;1.5;11.9;32.0;37.7;33.9;21.4
7226;Segura;LIBRILLA, C.H.S.;MURCIA;644098;4194576;28.2;30.2;31.9;23.9;28.2;15.5;1.8;12.4;31.9;37.7;37.2;22.1
7227;Segura;ALHAMA (COMARZA);MURCIA;646395;4191841;34.6;37.6;35.2;31.8;28.6;18.1;1.9;12.8;34.3;44.6;39.2;29.4
7228;Segura;MURCIA/ALCANTARILLA;MURCIA;655618;4202611;26.2;28.2;30.7;24.7;28.2;17.6;2.2;10.1;29.3;34.4;33.3;24.6
7229A;Segura;MURCIA (EL VALLE);MURCIA;663526;4199535;33.2;32.2;34.9;31.2;29.2;18.5;2.2;8.1;35.1;40.9;39.5;29.8
7231;Segura;MURCIA (BENIAJAN);MURCIA;669203;4204923;25.6;27.4;27.9;25.3;25.2;12.8;1.9;8.3;32.7;31.2;37.5;26.3
7232;Segura;SANTOMERA;MURCIA;671203;4214340;24.6;27.5;23.7;27.3;27.2;14.5;1.9;6.1;33.6;32.5;30.9;26.5
7233;Segura;LLANO DE BRUJAS;MURCIA;670313;4207907;27.2;26.8;27.2;26.5;25.4;14.9;2.6;9.3;32.5;33.6;33.7;25.9
7237;Segura;FORTUNA, C.H.S.;MURCIA;664312;4227119;17.4;22.9;22.8;28.4;25.5;17.0;2.1;7.6;30.2;38.6;33.5;21.8
7239;Segura;SANTOMERA (EMBALSE);MURCIA;667475;4217778;22.0;24.1;22.8;28.4;26.3;13.5;2.4;7.1;34.0;32.0;31.7;23.7
7244;Segura;ORIHUELA 'LOS DESAMPARADOS';ALICANTE;677082;4215329;23.9;24.1;24.0;29.6;26.7;14.9;2.0;6.4;32.8;37.1;36.4;26.5
7245;Segura;ORIHUELA C H SEGURA;ALICANTE;679872;4217055;23.4;23.3;23.1;30.2;27.4;13.8;2.5;5.1;32.6;35.0;34.2;25.7
7246E;Segura;YECLA (RASPAY);MURCIA;666580;4256401;20.3;26.8;32.4;40.1;41.5;29.9;8.6;10.5;45.2;40.3;35.3;28.5
7247;Segura;PINOSO C H SEGURA;ALICANTE;670816;4252234;16.5;25.1;27.6;31.5;32.4;23.7;3.8;9.0;35.6;29.9;28.6;22.5
7247A;Segura;PINOSO        FORESTAL;ALICANTE;670523;4252320;16.6;24.6;27.6;32.0;35.9;25.3;4.2;8.4;36.3;31.8;30.2;23.4
7247E;Segura;PINOSO IES;ALICANTE;671368;4252554;18.1;25.5;28.0;32.7;36.0;24.4;4.2;9.1;37.4;33.2;30.5;24.4
7250;Segura;ABANILLA, C.H.S.;MURCIA;671563;4230754;18.1;22.7;22.0;31.0;31.3;19.3;2.0;7.7;38.6;37.3;32.3;24.8
7255A;Segura;CREVILLENTE (LOS MOLINOS);ALICANTE;689550;4236860;19.5;23.1;22.6;28.9;26.9;15.6;4.9;5.4;37.6;33.2;29.9;20.0
7256;Segura;CALLOSA DE SEGURA;ALICANTE;685033;4220625;23.3;24.6;22.4;33.6;29.5;13.5;3.0;4.6;36.5;46.7;35.0;23.6
7261;Segura;ALMORADI C H SEGURA;ALICANTE;692801;4221885;27.6;23.0;23.8;30.9;27.3;13.6;2.2;5.2;49.8;43.8;38.3;25.7
7261I;Segura;ROJALES  EL MOLINO;ALICANTE;700469;4218246;32.5;29.2;26.4;32.3;25.9;15.1;2.2;4.4;45.0;41.2;38.3;28.5
7263;Segura;LA MARINA DE ELCHE;ALICANTE;706717;4224695;32.2;22.1;22.3;25.9;25.2;10.7;1.4;5.7;50.5;36.6;32.6;24.8
7268;Segura;BONETE;ALBACETE;643215;4303995;24.1;30.0;32.0;39.6;42.2;28.7;6.0;13.6;41.0;45.8;40.1;33.5
7275;Segura;YECLA (C.H.S.);MURCIA;665189;4276789;16.5;19.2;24.7;32.5;35.2;26.3;6.6;14.7;32.0;36.5;30.4;21.6
7276;Segura;YECLA (LOS PINILLOS);MURCIA;665346;4271549;16.3;19.0;25.9;32.8;35.3;31.9;9.1;12.3;37.2;33.4;33.1;21.0
8002;Jucar;BANYERES DE MARIOLA;ALICANTE;703669;4288013;53.4;45.7;44.0;54.7;54.4;24.8;12.1;15.1;67.5;58.9;59.4;45.5
8003A;Jucar;BENEIXAMA;ALICANTE;693485;4285414;30.0;34.2;38.4;44.0;51.0;28.4;8.4;14.2;58.9;48.6;45.5;33.8
8006E;Jucar;CAUDETE  P.F.E.;ALBACETE;675114;4286469;20.5;26.7;27.3;36.8;42.3;28.7;8.7;17.2;43.2;36.3;34.8;27.6
8006I;Jucar;VILLENA (LA VEREDA);ALICANTE;680807;4283759;20.1;24.3;25.8;34.6;39.2;30.0;6.7;18.7;41.7;34.6;33.8;25.4
8008A;Jucar;VILLENA;ALICANTE;686032;4272220;16.6;21.1;23.3;34.6;37.6;20.5;7.2;10.4;44.9;31.9;32.9;20.8
8011A;Jucar;ELDA (AYUNTAMIENTO);ALICANTE;692671;4261950;13.1;18.3;21.4;24.6;36.3;21.3;8.5;6.8;32.2;32.9;30.2;20.9
8013;Jucar;NOVELDA;ALICANTE;694663;4250770;18.7;25.2;24.8;38.4;36.3;18.6;5.2;8.4;42.5;42.1;40.5;23.9
8013A;Jucar;NOVELDA (C.N. JESUS NAVARRO);ALICANTE;694101;4250942;16.3;22.2;24.2;31.1;32.0;17.6;4.2;6.1;38.9;40.0;34.2;20.9
8013B;Jucar;NOVELDA (INSTITUTO);ALICANTE;695964;4251203;16.4;22.2;24.3;31.8;32.5;15.2;3.9;6.6;41.2;39.4;35.8;20.5
8014O;Jucar;CHINORLET;ALICANTE;678011;4253963;18.1;26.8;29.4;37.3;39.1;24.7;2.5;7.4;37.9;34.0;37.2;22.5
8015O;Jucar;LA ROMANA  ALGESAR;ALICANTE;684514;4248681;19.2;28.6;29.9;33.1;35.1;25.4;3.6;6.7;41.6;37.8;33.2;24.4
8017;Jucar;ASPE;ALICANTE;694753;4247071;18.2;24.5;24.9;30.9;31.9;16.5;4.3;8.3;44.8;36.5;34.4;21.6
8018;Jucar;ELCHE CAMPO D AGRICOLA;ALICANTE;702280;4237478;23.9;20.8;18.7;28.1;24.1;15.0;3.3;5.0;36.3;35.5;33.3;19.3
8018A;Jucar;ELCHE;ALICANTE;700323;4237953;21.3;19.7;20.7;27.1;24.5;16.0;3.1;7.2;37.3;38.2;35.5;21.2
8018B;Jucar;ELCHE C H SEGURA;ALICANTE;700809;4237965;20.4;19.2;18.8;25.9;22.4;13.5;2.9;5.2;35.4;33.4;30.8;17.5
8019;Jucar;ALICANTE/EL ALTET;ALICANTE;712468;4239983;20.9;20.5;20.0;26.7;28.4;9.7;3.7;5.1;39.9;45.8;34.3;21.4
8021A;Jucar;AGOST  ESCUELA NACIONAL;ALICANTE;705962;4257098;19.6;20.7;22.4;32.2;30.1;13.5;7.0;6.7;40.7;36.8;32.6;21.5
8023;Jucar;SAN VICENTE DEL RASPEIG;ALICANTE;716453;4253177;20.4;20.0;21.0;29.0;29.9;13.7;4.9;6.6;47.4;37.8;33.3;22.2
8025;Jucar;ALICANTE;ALICANTE;718904;4250120;22.8;22.1;23.0;28.7;27.8;11.9;3.8;6.8;55.5;47.4;35.9;25.4
8028B;Jucar;IBI  H S;ALICANTE;712820;4280230;33.2;31.8;36.8;41.8;42.6;19.6;7.4;11.6;48.4;47.0;47.7;32.3
8028E;Jucar;TIBI TALECA;ALICANTE;711712;4267243;28.8;29.4;31.1;37.2;47.6;19.8;8.7;10.8;53.8;45.9;43.8;28.4
8029A;Jucar;JIJONA  AYUNTAMIENTO;ALICANTE;717196;4268778;26.7;24.5;26.2;36.0;41.5;17.8;6.6;14.2;43.3;47.5;40.2;23.4
8033A;Jucar;RELLEU;ALICANTE;734743;4275352;32.4;30.4;27.4;35.1;47.0;20.8;5.8;13.4;48.9;46.2;44.6;30.1
8033E;Jucar;EMBALSE DE AMADORIO;ALICANTE;736288;4272250;24.3;21.6;20.9;27.8;30.2;13.9;3.3;9.8;39.7;39.5;39.8;20.8
8034;Jucar;SELLA;ALICANTE;737603;4276918;39.1;36.3;27.1;36.8;46.1;19.4;5.0;9.8;51.2;51.6;47.7;34.6
8039A;Jucar;TARBENA  C H JUCAR;ALICANTE;751797;4287538;95.6;77.4;74.0;66.6;76.6;17.0;4.6;12.6;94.0;110.7;101.0;109.9
8040;Jucar;BOLULLA;ALICANTE;751150;4285048;67.7;61.2;51.6;48.8;55.3;15.4;4.7;10.8;76.1;94.4;81.0;71.6
8040C;Jucar;CALLOSA D(EN SARRIA )EL ALGAR);ALICANTE;752669;4282936;64.1;61.8;51.7;50.2;57.4;17.2;6.6;9.2;77.2;90.0;82.0;63.3
8041A;Jucar;CALLOSA D'EN SARRIA;ALICANTE;750522;4281942;53.0;52.9;39.2;43.3;50.3;16.1;6.6;9.5;65.0;74.9;65.3;52.0
8043;Jucar;BENISSA CONVENTO;ALICANTE;764912;4289599;54.4;58.9;51.2;49.7;56.7;19.7;9.0;20.4;84.7;101.3;84.0;81.5
8045U;Jucar;ALCALALI;ALICANTE;757417;4293273;78.8;78.9;68.0;67.1;67.3;25.1;5.2;27.2;94.6;123.0;113.2;103.3
8048E;Jucar;GATA DE GORGOS;ALICANTE;768913;4296432;58.6;65.3;58.9;63.2;56.2;22.9;5.3;25.9;102.6;106.7;99.2;86.4
8050A;Jucar;JAVEA (VIVEROS);ALICANTE;775135;4298189;47.7;52.9;47.6;52.6;44.4;18.3;5.5;35.0;88.3;101.7;91.9;70.7
8051I;Jucar;PEDREGUER;ALICANTE;763028;4299013;66.3;75.4;63.9;78.3;65.9;23.9;3.8;26.5;115.6;125.5;105.3;89.8
8051U;Jucar;DENIA  C.A.L.;ALICANTE;768673;4303524;60.8;54.9;51.0;65.9;53.5;21.8;3.5;27.6;115.1;128.0;94.9;78.3
8054;Jucar;VALL DE LAGUARD FONTILLES;ALICANTE;752982;4295909;88.9;88.6;74.2;67.3;71.3;26.3;7.6;28.3;88.5;139.8;111.4;106.9
8054O;Jucar;TORMOS;ALICANTE;755789;4298777;83.4;83.9;82.0;76.7;62.4;27.6;7.0;29.1;107.5;130.6;120.2;99.6
8056;Jucar;EL VERGER RACONS;ALICANTE;761428;4303590;56.0;58.6;50.8;60.2;49.4;21.1;7.0;26.6;112.3;114.2;84.7;71.4
